,raw,log,category
295,2.8193640000000003e-05,-10.476414137371247,
296,2.3118779999999998e-05,-10.674865283718477,
297,1.8184900000000003e-05,-10.91491897857811,
298,2.072234e-05,-10.784298212586663,
299,2.05814e-05,-10.791122802661231,
300,2.861656e-05,-10.461524986727413,
301,4.9338799999999996e-05,-9.916799768196523,9
302,2.34008e-05,-10.662740348150828,
303,1.705716e-05,-10.978940501036465,
304,2.100428e-05,-10.77078433148338,
305,1.73391e-05,-10.962546491073079,
306,2.3259779999999996e-05,-10.668784869215992,
307,2.058138e-05,-10.791123774412897,
308,2.2413959999999996e-05,-10.705826578934941,
309,2.05814e-05,-10.791122802661231,
310,2.8475579999999997e-05,-10.466463680093955,
311,3.1717799999999996e-05,-10.358632520475561,
312,6.54092e-05,-9.634847636611735,9
313,5.4554799999999995e-05,-9.816304856889044,9
314,2.734784e-05,-10.506873008449075,
315,2.17092e-05,-10.737774424131196,
